t,v1,h1,a1,v2,h2,a2
0.5,0.0,-0.0,,,,
1.0,0.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,5.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,11.0,-0.0,,,,
5.5,15.0,-0.0,,,,
6.0,22.0,0.0,,,,
6.5,27.0,0.0,,,,
7.0,33.0,0.0,,,,
7.5,41.0,0.0,,,,
8.0,48.0,0.0,,,,
8.5,55.0,0.0,,,,
9.0,62.0,0.0,,,,
9.5,70.0,0.0,,,,
10.0,77.0,0.0,,,,
10.5,84.0,0.0,12.623,,,
,,,,,,
,,,,,,
,,,,,,
12.5,113.0,0.1,12.891,,,
13.0,121.0,0.1,13.187,,,
13.5,129.0,0.1,13.437,,,
14.0,136.0,0.1,13.641,,,
,,,,,,
,,,,,,
15.5,159.0,0.2,13.777,,,
16.0,168.0,0.2,13.851,,,
16.5,176.0,0.2,13.962,,,
,,,,,,
17.5,191.0,0.3,14.017,,,
18.0,199.0,0.3,14.017,,,
,,,,,,
19.0,215.0,0.4,14.054,,,
19.5,224.0,0.4,14.128,,,
20.0,233.0,0.4,14.202,,,
,,,,,,
,,,,,,
21.5,259.0,0.6,14.227,,,
22.0,267.0,0.6,14.263,,,
22.5,276.0,0.6,14.337,,,
,,,,,,
23.5,294.0,0.7,14.402,,,
,,,,,,
24.5,312.0,0.8,14.439,,,
,,,,,,
25.5,331.0,0.9,14.494,,,
26.0,340.0,0.9,14.568,,,
,,,,,,
27.0,359.0,1.0,14.636,,,
27.5,368.0,1.1,14.636,,,
28.0,378.0,1.1,14.71,,,
,,,,,,
29.0,397.0,1.3,14.783,,,
29.5,407.0,1.3,14.857,,,
30.0,417.0,1.4,14.931,,,
30.5,427.0,1.4,14.968,,,
31.0,438.0,1.5,15.042,,,
31.5,447.0,1.5,15.054,,,
32.0,458.0,1.6,15.165,,,
32.5,468.0,1.7,15.202,,,
33.0,478.0,1.7,15.238,,,
,,,,,,
34.0,499.0,1.9,15.294,,,
34.5,509.0,2.0,15.312,,,
35.0,521.0,2.0,15.423,,,
35.5,531.0,2.1,15.441,,,
36.0,542.0,2.2,15.515,,,
36.5,553.0,2.2,15.551,,,
37.0,564.0,2.3,15.607,,,
,,,,,,
38.0,587.0,2.5,15.662,,,
38.5,598.0,2.6,15.699,,,
39.0,610.0,2.7,15.773,,,
39.5,622.0,2.7,15.809,,,
40.0,634.0,2.8,15.92,,,
40.5,646.0,2.9,15.957,,,
41.0,658.0,3.0,16.031,,,
41.5,671.0,3.1,16.142,,,
,,,,,,
42.5,695.0,3.3,16.197,,,
43.0,707.0,3.3,16.271,,,
43.5,719.0,3.4,16.271,,,
44.0,732.0,3.5,16.381,,,
44.5,745.0,3.6,16.455,,,
,,,,,,
,,,,,,
,,,,,,
46.5,797.0,4.0,16.529,,,
47.0,810.0,4.1,16.603,,,
47.5,822.0,4.2,16.621,,,
48.0,836.0,4.4,16.731,,,
,,,,,,
,,,,,,
49.5,878.0,4.7,16.805,,,
,,,,,,
,,,,,,
51.0,921.0,5.0,16.891,,,
51.5,933.0,5.2,16.89,,,
52.0,944.0,5.3,16.853,,,
52.5,953.0,5.4,16.741,,,
,,,,,,
53.5,970.0,5.7,16.573,,,
,,,,,,
,,,,,,
55.0,993.0,6.0,16.412,,,
55.5,1002.0,6.2,16.301,,,
56.0,1008.0,6.3,16.077,,,
56.5,1018.0,6.5,15.966,,,
,,,,,,
57.5,1033.0,6.7,15.761,,,
,,,,,,
58.5,1050.0,7.0,15.594,,,
59.0,1058.0,7.1,15.408,,,
59.5,1068.0,7.2,15.333,,,
60.0,1080.0,7.4,15.258,,,
60.5,1093.0,7.5,15.22,,,
61.0,1108.0,7.7,15.244,,,
61.5,1123.0,7.8,15.354,,,
62.0,1138.0,7.9,15.502,,,
62.5,1153.0,8.1,15.724,,,
63.0,1168.0,8.2,15.963,,,
63.5,1185.0,8.4,16.309,,,
64.0,1201.0,8.5,16.567,,,
64.5,1219.0,8.7,17.011,,,
65.0,1236.0,8.8,17.269,,,
65.5,1254.0,9.0,17.658,,,
66.0,1269.0,9.1,17.897,,,
66.5,1286.0,9.3,18.231,,,
67.0,1304.0,9.4,18.526,,,
67.5,1319.0,9.5,18.636,,,
68.0,1338.0,9.7,18.858,,,
,,,,,,
69.0,1374.0,10.1,18.969,,,
69.5,1389.0,10.2,18.968,,,
70.0,1409.0,10.4,19.153,,,
70.5,1427.0,10.6,19.264,,,
71.0,1446.0,10.7,19.411,,,
,,,,,,
72.0,1484.0,11.1,19.484,,,
72.5,1502.0,11.2,19.557,,,
73.0,1521.0,11.4,19.593,,,
73.5,1539.0,11.6,19.63,,,
74.0,1559.0,11.8,19.704,,,
74.5,1579.0,12.0,19.889,,,
,,,,,,
,,,,,,
76.0,1640.0,12.5,20.01,,,
76.5,1660.0,12.7,20.084,,,
,,,,,,
77.5,1700.0,13.0,20.268,,,
78.0,1722.0,13.3,20.379,,,
78.5,1743.0,13.5,20.488,,,
79.0,1765.0,13.7,20.747,,,
79.5,1785.0,13.9,20.746,,,
80.0,1806.0,14.0,20.854,,,
,,,,,,
81.0,1849.0,14.5,20.947,,,
81.5,1871.0,14.6,21.055,,,
,,,,,,
82.5,1919.0,15.0,21.276,,,
83.0,1940.0,15.3,21.35,,,
83.5,1963.0,15.4,21.532,,,
84.0,1986.0,15.6,21.641,,,
84.5,2009.0,15.8,21.75,,,
85.0,2034.0,16.1,21.923,,,
85.5,2056.0,16.2,21.994,,,
86.0,2081.0,16.58,22.18,,,
86.5,2104.0,16.65,22.213,,,
87.0,2130.0,17.0,22.398,,,
87.5,2152.0,17.1,22.395,,,
,,,,,,
,,,,,,
,,,,,,
89.5,2253.0,18.1,22.588,,,
90.0,2280.0,18.2,22.808,,,
90.5,2307.0,18.5,23.01,,,
91.0,2332.0,18.8,23.122,,,
91.5,2359.0,19.0,23.231,,,
92.0,2384.0,19.2,23.376,,,
92.5,2412.0,19.5,23.562,,,
93.0,2439.0,19.7,23.707,,,
93.5,2466.0,19.9,23.853,,,
94.0,2494.0,20.1,23.96,,,
94.5,2524.0,20.4,24.257,,,
95.0,2550.0,20.6,24.29,,,
95.5,2577.0,20.8,24.437,,,
96.0,2607.0,21.0,24.58,,,
96.5,2635.0,21.3,24.803,,,
97.0,2663.0,21.5,24.902,,,
97.5,2693.0,21.8,25.014,,,
98.0,2722.0,22.0,25.083,,,
98.5,2752.0,22.2,25.264,,,
99.0,2782.0,22.5,25.375,,,
99.5,2813.0,22.7,25.594,,,
100.0,2841.0,23.0,25.592,,,
,,,,,,
101.0,2900.0,23.5,25.683,,,
101.5,2933.0,23.8,25.904,,,
,,,,,,
102.5,2996.0,24.3,26.032,,,
103.0,3027.0,24.5,26.064,,,
,,,,,,
104.0,3092.0,25.1,26.303,,,
104.5,3126.0,25.4,26.561,,,
105.0,3156.0,25.6,26.557,,,
,,,,,,
106.0,3221.0,26.2,26.72,,,
106.5,3254.0,26.5,26.904,,,
107.0,3286.0,26.7,26.972,,,
,,,,,,
,,,,,,
,,,,,,
109.0,3426.0,27.8,27.191,,,
109.5,3461.0,28.1,27.374,,,
110.0,3498.0,28.5,27.631,,,
110.5,3531.0,28.7,27.7,,,
111.0,3568.0,29.1,28.031,,,
111.5,3602.0,29.3,28.192,,,
112.0,3640.0,29.7,28.375,,,
112.5,3674.0,29.9,28.462,,,
113.0,3713.0,30.3,28.759,,,
113.5,3747.0,30.5,28.807,,,
114.0,3786.0,30.9,28.991,,,
114.5,3824.0,31.2,29.284,,,
115.0,3858.0,31.4,29.333,,,
115.5,3895.0,31.7,29.477,,,
116.0,3934.0,32.0,29.733,,,
116.5,3970.0,32.4,29.769,,,
117.0,4013.0,32.6,30.059,,,
117.5,4049.0,32.9,30.015,,,
118.0,4093.0,33.2,30.42,,,
118.5,4128.0,33.5,30.339,,,
119.0,4172.0,33.9,30.71,,,
119.5,4210.0,34.2,30.703,,,
120.0,4253.0,34.5,31.033,,,
120.5,4292.0,34.9,31.029,,,
121.0,4336.0,35.2,31.396,,,
121.5,4374.0,35.5,31.352,,,
122.0,4419.0,35.9,31.609,,,
122.5,4462.0,36.2,31.939,,,
123.0,4503.0,36.6,32.085,,,
123.5,4545.0,36.9,32.191,,,
124.0,4591.0,37.3,32.556,,,
124.5,4632.0,37.6,32.479,,,
125.0,4674.0,38.0,32.699,,,
125.5,4719.0,38.4,32.733,,,
126.0,4764.0,38.7,33.098,,,
126.5,4807.0,39.1,33.055,,,
127.0,4853.0,39.5,33.349,,,
127.5,4898.0,39.8,33.417,,,
128.0,4942.0,40.2,33.597,,,
128.5,4989.0,40.6,33.705,,,
129.0,5034.0,41.0,33.961,,,
129.5,5080.0,41.3,33.989,,,
130.0,5126.0,41.7,34.096,,,
130.5,5176.0,42.1,34.423,,,
131.0,5219.0,42.5,34.457,,,
131.5,5270.0,42.9,34.636,,,
132.0,5314.0,43.3,34.743,,,
132.5,5362.0,43.7,34.959,,,
133.0,5407.0,44.1,34.952,,,
133.5,5459.0,44.5,35.207,,,
134.0,5504.0,44.9,35.274,,,
134.5,5552.0,45.3,35.342,,,
135.0,5602.0,45.7,35.523,,,
135.5,5650.0,46.1,35.664,,,
136.0,5697.0,46.5,35.656,,,
136.5,5748.0,47.0,35.875,,,
137.0,5797.0,47.4,35.981,,,
137.5,5847.0,47.8,36.122,,,
138.0,5898.0,48.2,36.151,,,
138.5,5948.0,48.7,36.407,,,
139.0,6000.0,49.1,36.436,,,
139.5,6054.0,49.6,36.802,,,
140.0,6105.0,50.0,36.905,,,
140.5,6156.0,50.4,37.119,,,
141.0,6208.0,50.9,37.115,,,
141.5,6263.0,51.3,37.476,,,
142.0,6314.0,51.8,37.583,,,
142.5,6372.0,52.3,37.874,,,
143.0,6424.0,52.7,38.014,,,
143.5,6481.0,53.2,38.379,,,
144.0,6537.0,53.7,38.555,,,
144.5,6593.0,54.1,38.805,,,
145.0,6649.0,54.6,39.021,,,
145.5,6708.0,55.1,39.312,,,
146.0,6765.0,55.6,39.561,,,
146.5,6822.0,56.1,39.741,,,
147.0,6882.0,56.6,39.953,,,
147.5,6942.0,57.1,40.28,,,
148.0,7000.0,57.5,40.529,,,
148.5,7057.0,58.0,40.704,,,
149.0,7111.0,58.5,40.66,,,
149.5,7163.0,59.0,40.686,,,
150.0,7220.0,59.6,40.643,,,
150.5,7267.0,60.1,40.451,,,
151.0,7321.0,60.6,40.329,,,
151.5,7368.0,61.1,39.985,,,
152.0,7423.0,61.7,39.946,,,
152.5,7467.0,62.1,39.487,,,
153.0,7521.0,62.7,39.295,,,
153.5,7574.0,63.2,39.136,,,
154.0,7624.0,63.7,38.866,,,
154.5,7675.0,64.3,38.527,,,
155.0,7722.0,64.7,38.031,,,
155.5,7778.0,65.3,37.955,,,
156.0,7830.0,65.9,37.763,,,
156.5,7871.0,66.4,37.271,,,
157.0,7888.0,66.9,35.964,,,
157.5,7887.0,67.4,33.802,,,
158.0,7881.0,67.9,31.83,,,
158.5,7873.0,68.4,29.526,,,
159.0,7865.0,69.0,27.486,,,
159.5,7856.0,69.5,25.104,,,
160.0,7840.0,70.0,22.879,,,
160.5,7829.0,70.6,20.467,,,
161.0,7820.0,71.1,18.166,,,
161.5,7812.0,71.6,16.014,,,
162.0,7804.0,72.1,13.821,,,
162.5,7796.0,72.6,11.785,,,
163.0,7788.0,73.1,9.409,,,
163.5,7780.0,73.6,7.181,,,
164.0,7772.0,74.1,5.366,,,
164.5,7764.0,74.6,4.44,,,
165.0,7756.0,75.1,4.181,,,
165.5,7748.0,75.6,4.107,,,
166.0,7741.0,76.1,4.144,,,
166.5,7733.0,76.6,4.14,,,
,,,,,,
,,,,,,
168.0,7709.0,78.0,4.176,,,
168.5,7700.0,78.5,4.435,,,
169.0,7692.0,79.0,4.542,,,
169.5,7685.0,79.5,4.616,,,
170.0,7676.0,80.0,4.579,,,
170.5,7669.0,80.5,4.616,,,
171.0,7661.0,80.9,4.612,,,
171.5,7653.0,81.4,4.613,,,
172.0,7646.0,81.9,4.65,,,
172.5,7638.0,82.3,4.646,,,
173.0,7631.0,82.8,4.683,,,
173.5,7623.0,83.3,4.683,,,
174.0,7616.0,83.8,4.72,,,
174.5,7609.0,84.2,4.717,,,
175.0,7601.0,84.7,4.717,7816.0,84.9,
175.5,7594.0,85.1,4.751,7822.0,85.3,
176.0,7587.0,85.5,4.822,7828.0,85.8,
176.5,7579.0,86.0,4.822,7834.0,86.2,
177.0,7572.0,86.4,4.818,7841.0,86.7,
177.5,7566.0,86.9,4.929,7847.0,87.2,
178.0,7560.0,87.3,4.962,7852.0,87.6,
178.5,7552.0,87.8,4.966,7859.0,88.1,
179.0,7545.0,88.2,5.0,7866.0,88.5,
179.5,7537.0,88.6,4.959,7873.0,89.0,
180.0,7530.0,89.1,5.0,7881.0,89.5,
180.5,7523.0,89.5,4.996,7887.0,89.9,
181.0,7516.0,90.0,5.033,7896.0,90.4,
181.5,7508.0,90.4,4.992,7904.0,90.9,
182.0,7502.0,90.8,5.029,7911.0,91.3,12.454
182.5,7495.0,91.2,5.063,7918.0,91.8,12.721
183.0,7488.0,91.7,5.066,7925.0,92.2,12.755
183.5,7481.0,92.1,5.066,7933.0,92.7,12.826
184.0,7475.0,92.5,5.137,7940.0,93.1,12.861
184.5,7468.0,92.9,5.137,7947.0,93.6,12.858
185.0,7461.0,93.3,5.096,7954.0,94.0,12.889
185.5,7454.0,93.7,5.059,7962.0,94.5,13.001
186.0,7447.0,94.1,5.092,,,
186.5,7441.0,94.5,5.129,7977.0,95.4,13.015
,,,,7985.0,95.8,13.049
187.5,7427.0,95.4,5.168,7992.0,96.2,13.042
188.0,7421.0,95.7,5.199,,,
188.5,7415.0,96.1,5.236,,,
189.0,7408.0,96.5,5.232,8016.0,97.5,13.036
189.5,7401.0,96.9,5.269,,,
190.0,7395.0,97.3,5.269,8031.0,98.4,13.09
190.5,7389.0,97.7,5.306,,,
191.0,7382.0,98.1,5.303,8047.0,99.3,13.048
191.5,7376.0,98.5,5.34,8055.0,99.7,13.04
192.0,7369.0,98.9,5.303,,,
192.5,7363.0,99.2,5.337,8071.0,100.0,13.068
193.0,7357.0,99.6,5.374,8079.0,101.0,13.132
,,,,8087.0,101.0,13.159
194.0,7345.0,100.0,5.406,,,
194.5,7338.0,100.0,5.4,8103.0,102.0,13.155
195.0,7332.0,101.0,5.434,8112.0,102.0,13.219
195.5,7326.0,101.0,5.463,8120.0,103.0,13.283
196.0,7320.0,101.0,5.46,8128.0,103.0,13.309
196.5,7313.0,102.0,5.457,8137.0,104.0,13.373
197.0,7308.0,102.0,5.525,8145.0,104.0,13.379
197.5,7301.0,102.0,5.518,8153.0,104.0,13.369
198.0,7295.0,103.0,5.553,8161.0,105.0,13.437
198.5,7289.0,103.0,5.547,8170.0,105.0,13.463
199.0,7284.0,104.0,5.655,8177.0,106.0,13.474
199.5,7277.0,104.0,5.612,,,
200.0,7272.0,104.0,5.679,8194.0,106.0,13.481
200.5,7266.0,105.0,5.717,8203.0,107.0,13.549
201.0,7261.0,105.0,5.747,8211.0,107.0,13.545
201.5,7254.0,105.0,5.709,8220.0,108.0,13.579
202.0,7249.0,106.0,5.824,8229.0,108.0,13.613
202.5,7243.0,106.0,5.783,8237.0,109.0,13.641
,,,,8245.0,109.0,13.6
203.5,7232.0,107.0,5.812,8253.0,109.0,13.556
204.0,7227.0,107.0,5.849,8262.0,110.0,13.632
204.5,7222.0,107.0,5.882,8269.0,110.0,13.513
205.0,7216.0,108.0,5.886,8278.0,111.0,13.589
205.5,7211.0,108.0,5.96,,,
206.0,7205.0,108.0,5.919,,,
206.5,7200.0,108.0,5.956,8304.0,112.0,13.614
207.0,7194.0,109.0,5.919,8313.0,112.0,13.607
207.5,7188.0,109.0,5.956,8322.0,113.0,13.645
208.0,7183.0,109.0,5.956,8330.0,113.0,13.637
208.5,7178.0,110.0,5.993,8340.0,113.0,13.689
209.0,7173.0,110.0,5.993,8348.0,114.0,13.649
209.5,7168.0,110.0,6.067,8356.0,114.0,13.646
210.0,7162.0,111.0,6.029,8365.0,115.0,13.643
210.5,7157.0,111.0,6.066,8373.0,115.0,13.602
211.0,7152.0,111.0,6.075,8383.0,115.0,13.632
211.5,7147.0,112.0,6.115,8391.0,116.0,13.67
212.0,7142.0,112.0,6.115,,,
212.5,7137.0,112.0,6.111,,,
213.0,7132.0,113.0,6.152,8417.0,117.0,13.696
213.5,7127.0,113.0,6.189,8426.0,117.0,13.651
214.0,7122.0,113.0,6.189,8435.0,118.0,13.763
214.5,7117.0,113.0,6.185,8444.0,118.0,13.718
215.0,7112.0,114.0,6.262,8453.0,118.0,13.723
215.5,7108.0,114.0,6.299,8462.0,119.0,13.761
216.0,7103.0,114.0,6.258,8471.0,119.0,13.716
216.5,7098.0,115.0,6.298,,,
,,,,,,
,,,,,,
218.0,7084.0,115.0,6.31,,,
,,,,8516.0,121.0,13.756
219.0,7075.0,116.0,6.335,,,
219.5,7070.0,116.0,6.335,8533.0,122.0,13.706
,,,,,,
220.5,7062.0,117.0,6.382,8551.0,123.0,13.708
221.0,7057.0,117.0,6.342,,,
221.5,7052.0,117.0,6.342,,,
222.0,7048.0,117.0,6.379,8578.0,124.0,13.745
222.5,7044.0,118.0,6.415,8587.0,124.0,13.699
,,,,,,
223.5,7035.0,118.0,6.434,,,
224.0,7031.0,118.0,6.471,8614.0,125.0,13.736
224.5,7027.0,119.0,6.547,8622.0,126.0,13.697
225.0,7022.0,119.0,6.507,8632.0,126.0,13.725
225.5,7019.0,119.0,6.544,8640.0,126.0,13.691
226.0,7015.0,119.0,6.581,8649.0,127.0,13.727
,,,,8658.0,127.0,13.682
227.0,7007.0,120.0,6.589,8666.0,127.0,13.64
,,,,8676.0,128.0,13.713
228.0,6999.0,120.0,6.613,,,
228.5,6995.0,121.0,6.66,8694.0,128.0,13.667
229.0,6991.0,121.0,6.697,8701.0,129.0,13.629
229.5,6987.0,121.0,6.687,8711.0,129.0,13.656
230.0,6983.0,121.0,6.724,8721.0,130.0,13.738
230.5,6980.0,121.0,6.798,8729.0,130.0,13.687
231.0,6976.0,122.0,6.837,8738.0,130.0,13.679
231.5,6972.0,122.0,6.797,8748.0,131.0,13.754
232.0,6968.0,122.0,6.816,8757.0,131.0,13.746
232.5,6965.0,122.0,6.853,8766.0,131.0,13.739
233.0,6961.0,122.0,6.814,8776.0,132.0,13.777
233.5,6958.0,123.0,6.926,8785.0,132.0,13.811
234.0,6954.0,123.0,6.889,8794.0,132.0,13.767
234.5,6951.0,123.0,6.926,,,
235.0,6947.0,123.0,6.916,8813.0,133.0,13.792
235.5,6944.0,123.0,6.953,8823.0,133.0,13.863
236.0,6941.0,124.0,6.99,8832.0,134.0,13.823
236.5,6937.0,124.0,6.99,,,
237.0,6934.0,124.0,7.027,,,
237.5,6931.0,124.0,7.064,8861.0,135.0,13.848
238.0,6928.0,124.0,7.064,8871.0,135.0,13.915
238.5,6924.0,124.0,7.025,8881.0,135.0,13.912
239.0,6921.0,125.0,7.1,8891.0,136.0,13.908
239.5,6919.0,125.0,7.174,8901.0,136.0,13.979
240.0,6915.0,125.0,7.137,8911.0,136.0,14.012
240.5,6912.0,125.0,7.174,8921.0,137.0,14.009
241.0,6909.0,125.0,7.136,8930.0,137.0,14.005
241.5,6907.0,126.0,7.248,8941.0,137.0,14.076
242.0,6904.0,126.0,7.248,,,
242.5,6901.0,126.0,7.285,8961.0,138.0,14.041
243.0,6898.0,126.0,7.285,8971.0,138.0,14.075
243.5,6895.0,126.0,7.247,,,
244.0,6892.0,126.0,7.284,,,
244.5,6889.0,126.0,7.284,,,
245.0,6887.0,127.0,7.359,9013.0,140.0,14.136
245.5,6885.0,127.0,7.395,9023.0,140.0,14.14
246.0,6882.0,127.0,7.432,9034.0,140.0,14.173
246.5,6879.0,127.0,7.395,9044.0,141.0,14.205
247.0,6877.0,127.0,7.395,,,
247.5,6874.0,127.0,7.432,,,
248.0,6872.0,127.0,7.469,,,
248.5,6869.0,128.0,7.506,,,
249.0,6867.0,128.0,7.468,,,
249.5,6864.0,128.0,7.468,,,
250.0,6862.0,128.0,7.506,,,
250.5,6860.0,128.0,7.543,9129.0,143.0,14.234
251.0,6858.0,128.0,7.58,,,
251.5,6856.0,128.0,7.617,9151.0,144.0,14.275
252.0,6854.0,128.0,7.654,,,
252.5,6851.0,129.0,7.616,,,
253.0,6849.0,129.0,7.616,9184.0,145.0,14.311
253.5,6847.0,129.0,7.653,9194.0,145.0,14.264
254.0,6845.0,129.0,7.69,,,
254.5,6843.0,129.0,7.69,9217.0,145.0,14.313
255.0,6841.0,129.0,7.727,9228.0,146.0,14.385
255.5,6840.0,129.0,7.764,,,
256.0,6838.0,129.0,7.764,9251.0,146.0,14.393
256.5,6836.0,130.0,7.801,,,
257.0,6834.0,130.0,7.838,9274.0,147.0,14.489
257.5,6832.0,130.0,7.838,9286.0,147.0,14.519
258.0,6831.0,130.0,7.875,9297.0,148.0,14.58
258.5,6829.0,130.0,7.875,9309.0,148.0,14.648
259.0,6827.0,130.0,7.875,9320.0,148.0,14.65
259.5,6826.0,130.0,7.912,9332.0,148.0,14.718
260.0,6824.0,130.0,7.912,9344.0,149.0,14.79
260.5,6823.0,130.0,7.949,9356.0,149.0,14.817
261.0,6821.0,130.0,7.949,9367.0,149.0,14.824
261.5,6819.0,130.0,7.949,9379.0,150.0,14.887
262.0,6818.0,130.0,7.986,9392.0,150.0,14.953
262.5,6816.0,131.0,8.023,9402.0,150.0,14.949
263.0,6815.0,131.0,8.023,9415.0,151.0,15.041
263.5,6814.0,131.0,8.06,9426.0,151.0,14.996
264.0,6813.0,131.0,8.06,9438.0,151.0,15.011
264.5,6812.0,131.0,8.097,9451.0,151.0,15.053
265.0,6811.0,131.0,8.134,9463.0,152.0,15.091
265.5,6809.0,131.0,8.097,9474.0,152.0,15.046
266.0,6808.0,131.0,8.134,9486.0,152.0,15.043
266.5,6807.0,131.0,8.171,,,
267.0,6806.0,131.0,8.171,,,
267.5,6805.0,131.0,8.208,,,
268.0,6804.0,131.0,8.208,,,
268.5,6803.0,131.0,8.245,,,
269.0,6802.0,131.0,8.282,,,
269.5,6802.0,131.0,8.319,9572.0,154.0,15.089
270.0,6801.0,131.0,8.32,,,
270.5,6800.0,131.0,8.32,,,
271.0,6799.0,131.0,8.32,9608.0,155.0,15.088
271.5,6799.0,132.0,8.394,,,
272.0,6799.0,132.0,8.431,,,
272.5,6798.0,132.0,8.431,,,
273.0,6797.0,132.0,8.468,,,
273.5,6796.0,132.0,8.468,,,
274.0,6796.0,132.0,8.505,9684.0,157.0,15.07
274.5,6796.0,132.0,8.542,,,
275.0,6795.0,132.0,8.542,,,
275.5,6795.0,132.0,8.578,,,
276.0,6795.0,132.0,8.615,,,
276.5,6794.0,132.0,8.615,,,
277.0,6794.0,132.0,8.615,9762.0,158.0,15.1
