t,v1,h1,a1,v2,h2,a2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.5,1.0,-0.0,,,,
,,,,,,
,,,,,,
,,,,,,
4.5,11.0,-0.0,,,,
5.0,14.0,-0.0,,,,
5.5,19.0,-0.0,,,,
6.0,25.0,-0.0,,92.0,3.0,
6.5,32.0,-0.0,,,,
7.0,39.0,-0.0,,,,
7.5,46.0,-0.0,,,,
8.0,53.0,0.0,,,,
8.5,61.0,0.0,,,,
9.0,68.0,0.0,,,,
9.5,75.0,0.0,,,,
10.0,83.0,0.0,,,,
,,,,,,
,,,,,,
11.5,106.0,0.0,,,,
,,,,,,
,,,,,,
13.0,132.0,0.1,13.181,,,
13.5,138.0,0.1,13.403,,,
14.0,147.0,0.1,13.644,,,
,,,,,,
,,,,,,
15.5,172.0,0.2,13.842,,,
16.0,180.0,0.2,13.953,,,
,,,,,,
17.0,196.0,0.3,14.027,,,
17.5,206.0,0.3,14.138,,,
,,,,,,
18.5,223.0,0.4,14.193,,,
,,,,,,
19.5,240.0,0.5,14.249,,,
,,,,,,
20.5,258.0,0.5,14.322,,,
,,,,,,
,,,,,,
22.0,286.0,0.6,14.372,,,
,,,,,,
23.0,304.0,0.7,14.446,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
26.0,361.0,1.0,14.538,,,
,,,,,,
27.0,382.0,1.1,14.63,,,
27.5,391.0,1.1,14.679,,,
28.0,401.0,1.2,14.729,,,
28.5,411.0,1.3,14.877,,,
29.0,422.0,1.3,14.95,,,
29.5,432.0,1.4,15.012,,,
30.0,442.0,1.4,15.085,,,
,,,,,,
31.0,462.0,1.6,15.159,,,
31.5,473.0,1.6,15.196,,,
32.0,484.0,1.7,15.288,,,
,,,,,,
,,,,,,
33.5,516.0,1.9,15.368,,,
34.0,528.0,2.0,15.479,,,
34.5,539.0,2.1,15.54,,,
35.0,549.0,2.2,15.577,,,
35.5,561.0,2.2,15.669,,,
36.0,572.0,2.3,15.687,,,
36.5,584.0,2.4,15.798,,,
37.0,595.0,2.5,15.835,,,
37.5,606.0,2.6,15.872,,,
38.0,618.0,2.6,15.909,,,
38.5,629.0,2.7,15.945,,,
39.0,641.0,2.8,16.019,,,
39.5,653.0,2.9,16.093,,,
40.0,665.0,3.0,16.13,,,
40.5,676.0,3.1,16.13,,,
41.0,689.0,3.2,16.216,,,
,,,,,,
42.0,714.0,3.4,16.234,,,
42.5,725.0,3.5,16.234,,,
43.0,739.0,3.6,16.382,,,
43.5,750.0,3.7,16.345,,,
44.0,764.0,3.8,16.455,,,
44.5,776.0,3.9,16.455,,,
45.0,789.0,4.0,16.529,,,
,,,,,,
,,,,,,
46.5,825.0,4.4,16.565,,,
,,,,,,
,,,,,,
,,,,,,
48.5,855.0,4.8,16.398,,,
,,,,,,
,,,,,,
50.0,875.0,5.2,16.237,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
54.0,929.0,6.2,16.042,,,
54.5,938.0,6.3,15.93,,,
,,,,,,
,,,,,,
56.0,973.0,6.7,15.917,,,
,,,,,,
57.0,1000.0,7.0,16.009,,,
