t,v1,h1,a1,v2,h2,a2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,7.0,-0.0,,,,
3.5,7.0,-0.0,,,,
4.0,7.0,-0.0,,,,
4.5,7.0,-0.0,,,,
5.0,5.0,-0.0,,,,
5.5,2.0,-0.0,,,,
6.0,27.0,-0.0,,,,
6.5,33.0,0.0,,,,
7.0,40.0,0.0,,,,
7.5,48.0,0.0,,,,
8.0,55.0,0.0,,,,
8.5,63.0,0.0,,,,
9.0,70.0,0.0,,,,
9.5,78.0,0.0,,,,
,,,,,,
10.5,93.0,0.0,12.724,,,
11.0,102.0,0.0,13.058,,,
,,,,,,
,,,,,,
12.5,125.0,0.1,13.342,,,
13.0,133.0,0.1,13.638,,,
13.5,142.0,0.1,13.971,,,
,,,,,,
,,,,,,
15.0,165.0,0.2,14.329,,,
15.5,173.0,0.2,14.737,,,
16.0,182.0,0.2,14.144,,,
,,,,,,
17.0,199.0,0.3,14.236,,,
17.5,206.0,0.3,14.236,,,
,,,,,,
18.5,224.0,0.4,14.273,,,
19.0,233.0,0.4,14.347,,,
,,,,,,
20.0,251.0,0.5,14.384,,,
,,,,,,
21.0,270.0,0.6,14.477,,,
21.5,280.0,0.6,14.551,,,
22.0,288.0,0.6,14.569,,,
,,,,,,
23.0,307.0,0.7,14.587,,,
,,,,,,
24.0,326.0,0.8,14.655,,,
,,,,,,
,,,,,,
25.5,355.0,1.0,14.717,,,
26.0,365.0,1.0,14.753,,,
26.5,375.0,1.1,14.84,,,
27.0,385.0,1.1,14.913,,,
27.5,395.0,1.2,14.95,,,
28.0,405.0,1.2,15.005,,,
28.5,415.0,1.3,15.116,,,
29.0,425.0,1.4,15.153,,,
29.5,436.0,1.4,15.227,,,
30.0,446.0,1.5,15.264,,,
,,,,,,
31.0,468.0,1.6,15.319,,,
31.5,479.0,1.7,15.356,,,
32.0,489.0,1.7,15.43,,,
32.5,499.0,1.8,15.448,,,
33.0,510.0,1.9,15.503,,,
33.5,522.0,2.0,15.59,,,
34.0,533.0,2.0,15.626,,,
34.5,545.0,2.1,15.7,,,
35.0,556.0,2.2,15.737,,,
35.5,567.0,2.2,15.774,,,
36.0,579.0,2.3,15.848,,,
36.5,591.0,2.4,15.921,,,
37.0,602.0,2.5,15.958,,,
37.5,614.0,2.6,15.995,,,
,,,,,,
38.5,638.0,2.7,16.069,,,
39.0,650.0,2.8,16.106,,,
,,,,,,
40.0,675.0,3.0,16.161,,,
,,,,,,
,,,,,,
41.5,713.0,3.3,16.26,,,
42.0,726.0,3.4,16.37,,,
42.5,738.0,3.5,16.407,,,
43.0,751.0,3.6,16.444,,,
43.5,764.0,3.7,16.518,,,
44.0,777.0,3.8,16.554,,,
44.5,790.0,3.9,16.628,,,
45.0,804.0,4.0,16.739,,,
45.5,817.0,4.1,16.775,,,
46.0,831.0,4.3,16.849,,,
46.5,843.0,4.4,16.886,,,
,,,,,,
,,,,,,
48.0,880.0,4.7,16.897,,,
,,,,,,
,,,,,,
49.5,913.0,5.1,16.86,,,
50.0,923.0,5.2,16.785,,,
50.5,933.0,5.3,16.692,,,
51.0,941.0,5.4,16.518,,,
,,,,,,
